Cijena,Kilometraza,Zapremina_motora,Snaga_motora,Registrovan,Godina,Brand_enc,Model_enc,Tip_enc,Gorivo_enc
7600.0,350000.0,2.6,125.0,0,2002.0,30,189,11,0
7900.0,396568.0,1.9,81.0,1,2000.0,45,441,4,1
1300.0,280000.0,1.3,55.0,0,2001.0,1,101,2,0
7500.0,290000.0,1.9,77.0,1,2005.0,48,425,2,1
29900.0,164732.0,1.6,81.0,0,2016.0,1,97,4,1
15900.0,270000.0,1.6,66.0,0,2015.0,48,480,4,1
11600.0,170000.0,1.2,55.0,1,2013.0,45,450,5,1
45800.0,153000.0,2.0,110.0,0,2018.0,45,123,4,1
17890.0,151000.0,1.5,66.0,0,2018.0,36,216,2,1
18000.0,289000.0,1.6,77.0,0,2013.0,48,526,4,1
26900.0,140000.0,1.5,96.0,0,2019.0,34,32,4,1
42000.0,275000.0,3.0,185.0,1,2014.0,30,268,4,1
56000.0,158000.0,2.0,140.0,1,2019.0,45,550,12,1
11800.0,250000.0,2.0,96.0,1,2009.0,33,351,2,1
17990.0,264079.0,2.0,103.0,0,2013.0,45,441,2,1
24900.0,240000.0,1.6,81.0,0,2016.0,45,556,6,1
27000.0,197000.0,2.0,135.0,0,2014.0,2,37,4,1
17000.0,109000.0,1.5,75.0,0,2017.0,36,216,4,1
10800.0,302000.0,2.0,103.0,1,2010.0,30,131,4,1
26000.0,196000.0,1.5,81.0,1,2015.0,32,464,10,1
43800.0,175000.0,2.0,110.0,1,2020.0,48,425,4,1
13950.0,242000.0,2.0,120.0,1,2010.0,34,27,6,1
60850.0,125000.0,2.0,135.0,1,2019.0,2,36,4,0
60000.0,42000.0,1.5,96.0,1,2022.0,34,27,10,1
12400.0,313000.0,2.0,120.0,0,2011.0,2,36,4,1
18900.0,175000.0,1.6,73.0,0,2014.0,6,168,4,1
20000.0,302000.0,3.0,176.0,1,2007.0,1,100,11,1
17600.0,177000.0,1.6,84.0,0,2014.0,46,570,4,1
9500.0,202000.0,1.6,66.0,1,2011.0,48,285,2,1
13450.0,230110.0,1.6,77.0,0,2011.0,45,328,4,1
43000.0,230495.0,3.0,233.0,0,2013.0,2,68,4,1
24700.0,142000.0,2.0,103.0,0,2014.0,14,372,4,1
2300.0,240000.0,1.6,79.0,1,2001.0,36,377,4,4
24400.0,125000.0,2.0,103.0,0,2014.0,14,372,4,1
21900.0,222000.0,2.0,103.0,0,2013.0,14,372,4,1
25400.0,193000.0,2.0,120.0,0,2014.0,14,372,4,1
129950.0,205574.0,3.0,155.0,0,2013.0,30,301,12,1
35500.0,166000.0,1.5,96.0,0,2018.0,34,57,6,1
18900.0,259937.0,2.0,103.0,0,2012.0,45,441,2,1
108000.0,4100.0,2.0,157.0,1,2023.0,14,479,12,1
20000.0,260000.0,3.0,165.0,0,2006.0,30,395,4,1
14990.0,193600.0,1.6,77.0,0,2010.0,45,328,4,1
29400.0,203000.0,2.0,110.0,0,2018.0,14,372,4,1
29800.0,229000.0,2.0,110.0,0,2017.0,14,372,4,1
8900.0,269000.0,1.3,70.0,0,2012.0,4,128,5,1
13990.0,134000.0,1.6,55.0,0,2010.0,45,450,4,1
13990.0,138900.0,1.6,77.0,0,2010.0,45,328,2,1
41500.0,193214.0,2.0,110.0,0,2021.0,45,441,2,1
25500.0,160751.0,1.6,85.0,0,2020.0,45,328,4,1
12500.0,215000.0,1.5,81.0,1,2013.0,36,510,6,1
9650.0,280000.0,2.0,103.0,0,2007.0,30,131,4,1
23999.0,242000.0,2.0,103.0,1,2012.0,45,550,12,1
33000.0,235662.0,3.0,168.0,0,2010.0,1,462,4,1
17700.0,190000.0,2.0,103.0,1,2010.0,48,612,12,1
12999.0,288257.0,1.6,77.0,1,2010.0,45,328,4,1
23990.0,168000.0,2.0,110.0,0,2014.0,45,328,4,1
15200.0,193000.0,2.0,103.0,1,2011.0,45,328,4,1
29900.0,194935.0,2.0,135.0,1,2015.0,45,328,2,1
10500.0,238000.0,1.7,92.0,0,2011.0,33,124,2,1
9950.0,235697.0,1.7,81.0,0,2011.0,33,124,2,1
44830.0,12708.0,1.4,95.0,1,2023.0,43,527,5,3
11000.0,190000.0,2.0,80.0,0,2010.0,30,130,5,1
22900.0,143000.0,1.5,63.0,0,2020.0,36,216,4,1
13800.0,125000.0,2.0,95.0,1,2002.0,31,436,12,0
8600.0,293414.0,2.0,100.0,1,2007.0,45,441,2,1
34000.0,133000.0,1.6,85.0,1,2017.0,1,458,12,1
19500.0,406000.0,1.6,81.0,0,2016.0,45,328,5,1
8999.0,181000.0,1.5,82.0,0,2011.0,36,510,6,1
5500.0,245000.0,1.0,51.0,1,2007.0,44,610,5,0
4250.0,400000.0,1.6,80.0,1,2006.0,34,46,2,1
25000.0,248000.0,2.0,135.0,0,2013.0,2,591,12,1
19999.0,300000.0,2.7,130.0,0,2002.0,30,269,4,1
29900.0,280000.0,1.6,100.0,1,2015.0,30,147,2,1
25500.0,270000.0,3.0,176.0,0,2010.0,1,100,4,1
10500.0,292000.0,2.0,83.0,0,2006.0,25,297,12,1
14500.0,241000.0,1.6,77.0,0,2012.0,45,556,4,1
39900.0,252477.0,3.0,230.0,0,2013.0,1,505,12,1
28800.0,225000.0,1.6,85.0,0,2014.0,30,146,4,1
79000.0,167000.0,3.5,190.0,1,2016.0,30,489,4,1
14900.0,299000.0,2.7,140.0,0,2010.0,1,101,2,1
12200.0,187000.0,2.0,96.0,0,2011.0,33,351,4,1
17900.0,274000.0,2.0,130.0,0,2010.0,2,591,10,1
11700.0,247321.0,1.7,77.0,0,2011.0,48,425,2,1
26900.0,162000.0,2.2,120.0,0,2012.0,20,606,4,1
4300.0,300000.0,1.9,88.0,1,2004.0,36,510,4,1
12999.0,135000.0,2.0,120.0,0,2012.0,4,432,6,1
15990.0,166545.0,1.5,90.0,0,2017.0,36,216,5,1
21500.0,275000.0,2.0,135.0,1,2015.0,48,425,2,1
21990.0,156063.0,1.6,88.0,0,2018.0,34,61,4,1
62990.0,74887.0,2.0,140.0,0,2020.0,2,63,4,1
29990.0,183739.0,2.0,110.0,0,2016.0,45,441,4,1
24900.0,240000.0,2.0,133.0,0,2010.0,1,460,4,1
50990.0,159853.0,2.0,110.0,0,2021.0,45,123,4,1
12000.0,240000.0,2.0,96.0,1,2010.0,33,351,2,1
22990.0,140805.0,1.5,70.0,0,2021.0,36,403,4,1
29900.0,165000.0,1.6,96.0,0,2016.0,32,589,4,1
46999.0,150000.0,2.0,85.0,0,2021.0,45,328,4,1
5900.0,183000.0,1.4,75.0,1,2006.0,36,403,5,0
15500.0,256000.0,2.0,140.0,0,2011.0,45,441,2,1
19900.0,242700.0,2.0,135.0,0,2014.0,48,425,2,1
25000.0,215000.0,2.0,135.0,0,2013.0,17,628,10,1
88000.0,27500.0,2.0,96.0,1,2021.0,14,557,3,1
3800.0,33000.0,2.0,74.0,0,2003.0,33,577,4,1
11990.0,210000.0,1.6,82.0,1,2010.0,34,32,5,1
54900.0,80000.0,2.0,90.0,1,2021.0,45,441,4,1
18300.0,270000.0,1.6,77.0,1,2011.0,45,441,4,1
11900.0,266000.0,1.6,77.0,1,2010.0,39,116,6,1
6200.0,262000.0,1.8,110.0,1,2004.0,45,441,2,4
17500.0,157000.0,1.6,85.0,0,2014.0,6,334,4,1
84990.0,96700.0,3.0,170.0,0,2019.0,1,101,4,1
14500.0,170000.0,1.5,66.0,1,2014.0,36,216,2,1
41999.0,310000.0,3.5,210.0,1,2009.0,2,598,10,1
38800.0,220074.0,2.0,110.0,0,2018.0,2,591,12,1
7990.0,252000.0,2.0,103.0,0,2005.0,48,425,3,1
3750.0,270000.0,1.2,41.0,0,2006.0,45,450,5,0
35990.0,196234.0,2.0,110.0,0,2019.0,45,328,4,1
34990.0,147400.0,2.0,110.0,0,2019.0,48,425,4,1
11950.0,280000.0,1.6,77.0,1,2011.0,45,328,4,1
12500.0,350000.0,2.7,125.0,1,2003.0,30,190,11,1
15000.0,220000.0,1.6,0.0,0,2014.0,34,27,10,1
18500.0,137800.0,1.6,55.0,0,2017.0,6,161,5,1
7000.0,286000.0,2.2,125.0,1,2001.0,2,63,4,4
47490.0,126223.0,2.0,110.0,0,2020.0,45,328,4,1
79990.0,176855.0,2.0,143.0,0,2020.0,30,261,4,1
57500.0,17000.0,1.5,96.0,1,2023.0,33,341,10,1
11200.0,325480.0,2.0,80.0,1,2011.0,30,130,6,1
14900.0,180000.0,2.2,127.0,1,2009.0,29,200,10,1
24900.0,272325.0,3.0,150.0,0,2011.0,2,65,4,1
13000.0,122000.0,1.2,60.0,0,2013.0,6,161,5,0
7300.0,363230.0,2.0,103.0,0,2006.0,45,441,2,1
13900.0,272000.0,1.6,77.0,0,2012.0,45,328,2,1
21900.0,242000.0,1.6,77.0,1,2013.0,45,328,4,1
34000.0,136000.0,1.6,100.0,0,2015.0,30,147,4,1
22900.0,133000.0,1.6,100.0,0,2018.0,33,124,2,1
38500.0,226000.0,2.0,140.0,1,2016.0,1,101,2,1
22400.0,217.0,1.6,66.0,0,2016.0,45,328,4,1
6500.0,270000.0,1.9,77.0,1,2004.0,45,328,4,1
14500.0,238000.0,2.0,103.0,1,2009.0,1,97,4,1
114990.0,140043.0,3.0,200.0,0,2019.0,30,318,10,1
9800.0,192777.0,1.2,55.0,0,2011.0,48,285,4,1
29850.0,243213.0,1.6,88.0,1,2018.0,45,441,2,1
11600.0,286559.0,1.6,77.0,0,2010.0,45,331,3,1
45000.0,240000.0,3.0,150.0,1,2015.0,45,555,12,1
26400.0,170000.0,1.5,70.0,1,2017.0,2,4,4,1
33700.0,270000.0,2.0,130.0,1,2016.0,45,441,4,1
13500.0,300000.0,2.0,105.0,1,2010.0,2,34,4,1
48000.0,280000.0,5.2,10.0,0,2007.0,1,498,4,0
29950.0,223000.0,2.0,140.0,0,2016.0,2,21,6,1
46000.0,249000.0,3.0,180.0,1,2012.0,2,598,10,1
15600.0,290000.0,3.0,200.0,1,2007.0,2,66,2,0
10990.0,333311.0,2.2,88.0,0,2011.0,30,146,2,1
13990.0,223166.0,1.6,73.0,0,2017.0,6,166,4,1
9990.0,218678.0,1.5,55.0,0,2014.0,36,216,5,1
31500.0,3.0,2.0,135.0,1,2016.0,45,328,4,1
72999.0,138000.0,2.0,173.0,1,2019.0,46,600,10,1
75990.0,109296.0,2.0,145.0,0,2021.0,46,600,10,1
40990.0,145422.0,1.5,96.0,0,2022.0,34,27,6,1
24950.0,203000.0,2.0,103.0,0,2013.0,1,98,4,1
59990.0,81536.0,2.0,110.0,0,2020.0,30,179,4,1
47990.0,141047.0,2.0,110.0,0,2020.0,1,459,10,1
27900.0,220340.0,2.0,110.0,0,2015.0,45,441,2,1
14000.0,140970.0,1.4,90.0,1,2011.0,45,328,5,0
69900.0,107000.0,2.0,110.0,1,2019.0,2,34,4,1
15200.0,122264.0,1.5,70.0,0,2016.0,36,510,6,1
18900.0,285000.0,2.0,125.0,0,2011.0,48,426,4,1
58990.0,144112.0,2.0,140.0,0,2018.0,46,603,12,1
49900.0,172000.0,2.0,140.0,0,2020.0,48,526,4,1
17500.0,212677.0,2.0,85.0,1,2013.0,14,291,2,1
28999.0,180000.0,1.6,86.0,0,2019.0,45,328,4,1
10900.0,230000.0,1.7,92.0,0,2011.0,33,124,2,1
43500.0,270200.0,1.5,110.0,0,2020.0,48,369,10,0
5800.0,225000.0,2.8,128.0,0,1997.0,45,328,2,0
23400.0,159678.0,1.6,100.0,0,2019.0,33,124,5,1
9900.0,314407.0,2.0,103.0,0,2011.0,48,425,2,1
35900.0,189000.0,2.0,110.0,1,2016.0,46,600,10,1
59980.0,197000.0,2.2,150.0,0,2016.0,30,313,4,1
9500.0,366000.0,1.5,55.0,0,2015.0,36,216,4,1
24750.0,187000.0,2.0,110.0,1,2011.0,45,550,12,1
13600.0,260000.0,1.6,77.0,0,2010.0,45,328,4,1
26900.0,275000.0,2.0,110.0,1,2017.0,2,34,2,1
7500.0,192000.0,1.6,88.0,1,2011.0,6,169,4,0
30900.0,197000.0,2.0,140.0,0,2016.0,2,37,4,1
28000.0,110.0,1.6,85.0,1,2018.0,45,328,4,1
22000.0,252000.0,1.6,81.0,1,2016.0,45,328,4,1
61990.0,95789.0,2.0,140.0,0,2019.0,2,63,4,1
7900.0,400000.0,1.5,55.0,0,2012.0,36,216,4,1
38900.0,205000.0,2.0,110.0,0,2016.0,45,538,3,1
14500.0,271000.0,2.2,120.0,1,2013.0,33,120,10,1
34500.0,115000.0,1.5,96.0,0,2020.0,33,341,12,1
17600.0,281000.0,2.0,103.0,0,2010.0,45,443,4,1
14400.0,240000.0,1.6,77.0,0,2010.0,45,328,4,1
22900.0,113950.0,1.6,77.0,1,2014.0,45,328,4,1
27900.0,297452.0,3.0,176.0,1,2009.0,1,101,4,1
13990.0,228000.0,2.0,81.0,1,2009.0,45,328,4,1
12500.0,307000.0,2.0,125.0,0,2007.0,1,98,4,1
24800.0,227000.0,2.0,103.0,1,2012.0,45,443,4,1
18900.0,140000.0,1.5,75.0,1,2018.0,6,161,5,1
22000.0,274000.0,1.6,81.0,1,2016.0,48,425,2,1
14900.0,189000.0,1.5,55.0,0,2017.0,36,216,5,1
30900.0,120000.0,1.6,135.0,1,2014.0,28,231,5,0
32500.0,279000.0,2.0,130.0,0,2014.0,1,101,4,1
29900.0,145000.0,1.5,81.0,0,2018.0,36,338,6,1
45999.0,148000.0,2.0,170.0,1,2016.0,2,591,10,1
37990.0,167375.0,2.0,110.0,0,2019.0,45,441,4,1
12550.0,164000.0,1.6,66.0,0,2011.0,45,450,4,1
58000.0,230000.0,3.0,185.0,1,2014.0,30,268,4,1
84500.0,207000.0,3.0,195.0,1,2016.0,2,79,4,1
13900.0,220000.0,2.0,103.0,0,2013.0,48,425,2,1
18990.0,111432.0,1.6,55.0,0,2017.0,6,161,5,1
52900.0,252230.0,3.0,230.0,1,2014.0,1,505,12,1
34700.0,133080.0,1.5,96.0,0,2018.0,34,27,10,1
3500.0,198500.0,1.9,100.0,0,2003.0,45,450,4,1
75000.0,218000.0,3.0,190.0,1,2016.0,30,268,4,1
11500.0,220000.0,1.6,77.0,0,2012.0,45,328,2,1
20950.0,175271.0,1.7,96.0,0,2013.0,33,412,7,1
38990.0,189000.0,2.4,133.0,0,2015.0,46,600,12,1
42000.0,0.0,1.2,81.0,0,2024.0,33,124,2,0
11900.0,216000.0,1.6,82.0,0,2011.0,6,169,6,1
29000.0,281000.0,3.0,180.0,1,2009.0,2,79,4,1
42900.0,123328.0,1.6,88.0,0,2019.0,45,441,4,1
34900.0,273000.0,3.0,180.0,0,2013.0,1,460,4,1
15800.0,220000.0,1.6,81.0,1,2018.0,33,124,2,1
9999.0,270364.0,2.0,77.0,0,2010.0,48,425,2,1
21500.0,184256.0,2.0,110.0,0,2013.0,32,465,10,1
36000.0,138910.0,1.6,85.0,1,2019.0,22,520,10,1
13900.0,333000.0,2.0,81.0,0,2009.0,45,441,4,1
14900.0,254000.0,1.6,77.0,0,2012.0,48,425,4,1
27900.0,223683.0,2.0,110.0,0,2019.0,2,34,2,1
29900.0,183790.0,2.0,85.0,0,2018.0,2,33,2,1
36900.0,122969.0,1.2,96.0,0,2019.0,34,27,6,0
9400.0,376252.0,1.9,77.0,0,2009.0,45,328,2,1
21500.0,201000.0,1.6,85.0,0,2017.0,48,425,2,1
21900.0,240000.0,2.2,110.0,0,2012.0,44,470,12,1
8800.0,342000.0,2.2,110.0,1,2003.0,30,261,4,1
33800.0,162000.0,2.0,135.0,1,2014.0,45,328,4,1
34000.0,126499.0,1.5,96.0,0,2020.0,34,27,10,1
6350.0,340000.0,2.2,90.0,1,2003.0,30,147,4,1
89900.0,44000.0,2.0,228.0,1,2021.0,1,493,4,0
14900.0,335000.0,2.2,150.0,1,2012.0,34,61,4,1
20990.0,176884.0,1.6,88.0,0,2018.0,34,61,4,1
41990.0,146151.0,2.0,110.0,0,2020.0,45,441,4,1
33990.0,157583.0,1.6,88.0,0,2019.0,45,441,4,1
47990.0,142356.0,2.0,110.0,0,2019.0,45,551,10,1
18700.0,265000.0,1.6,77.0,1,2015.0,45,328,4,1
66990.0,40496.0,2.0,140.0,0,2021.0,2,63,4,1
65990.0,53583.0,2.0,140.0,0,2021.0,2,63,4,1
32990.0,115757.0,1.5,96.0,0,2020.0,34,27,6,1
18990.0,103761.0,1.5,75.0,0,2020.0,6,161,6,1
45990.0,155271.0,2.0,110.0,0,2021.0,45,551,10,1
59990.0,115835.0,2.0,110.0,0,2020.0,45,441,4,1
14800.0,256000.0,1.6,77.0,0,2013.0,48,425,2,1
44990.0,124014.0,2.0,110.0,0,2021.0,2,591,10,1
21990.0,167073.0,1.5,96.0,0,2021.0,34,32,4,1
58500.0,140000.0,2.0,143.0,0,2019.0,30,148,4,1
22900.0,283000.0,2.7,140.0,0,2010.0,1,100,11,1
11900.0,230000.0,1.6,66.0,0,2011.0,45,328,4,1
2350.0,220000.0,1.9,88.0,0,2002.0,36,377,4,1
9450.0,243800.0,1.6,88.0,0,2011.0,6,245,5,0
34900.0,183322.0,2.0,110.0,0,2018.0,45,441,4,1
4000.0,302000.0,2.0,85.0,1,2001.0,45,441,4,4
38900.0,203000.0,3.0,180.0,1,2013.0,1,460,10,1
35000.0,114000.0,1.6,97.0,0,2018.0,17,564,4,0
15490.0,190000.0,2.0,130.0,0,2009.0,2,593,12,1
42900.0,136390.0,1.8,90.0,1,2018.0,44,453,4,3
13000.0,40.0,1.6,75.0,1,2011.0,45,441,2,1
35000.0,173000.0,2.0,110.0,1,2016.0,30,260,6,1
37500.0,270000.0,2.0,140.0,0,2017.0,45,441,4,1
46900.0,146600.0,2.0,85.0,1,2020.0,45,328,4,1
11000.0,197.0,1.6,66.0,0,2012.0,48,285,5,1
23000.0,144000.0,2.2,110.0,0,2013.0,14,479,4,1
16800.0,150000.0,1.5,55.0,0,2017.0,36,216,4,1
12900.0,256500.0,1.4,103.0,0,2012.0,45,556,6,0
37900.0,121000.0,2.0,110.0,0,2018.0,34,27,6,1
24900.0,189000.0,1.5,80.0,0,2018.0,9,258,12,1
31900.0,187000.0,2.0,110.0,0,2019.0,45,441,4,1
12200.0,261000.0,1.6,77.0,0,2010.0,45,441,2,1
17999.0,186000.0,1.6,70.0,0,2014.0,2,4,4,1
74900.0,76010.0,3.0,190.0,0,2018.0,30,316,12,1
63000.0,160000.0,2.0,140.0,1,2019.0,1,460,12,1
15300.0,227355.0,1.4,66.0,1,2016.0,48,285,5,1
20500.0,120000.0,1.5,75.0,0,2019.0,6,161,5,1
12500.0,283000.0,3.0,135.0,1,2002.0,2,596,4,1
11999.0,350000.0,2.0,100.0,1,2008.0,30,147,2,1
24900.0,164000.0,3.0,176.0,1,2009.0,1,100,4,1
35850.0,242957.0,2.0,110.0,0,2017.0,1,459,7,1
37000.0,128491.0,2.2,100.0,1,2016.0,30,307,10,1
7700.0,318000.0,2.0,103.0,0,2006.0,45,328,4,1
38990.0,165600.0,2.0,85.0,0,2021.0,1,97,4,1
55990.0,167829.0,2.0,145.0,0,2021.0,46,600,10,1
33990.0,120180.0,1.5,96.0,0,2019.0,34,61,4,1
8700.0,327000.0,3.0,160.0,0,2004.0,2,66,4,1
110000.0,165000.0,3.0,160.0,1,2019.0,45,555,10,1
8000.0,160000.0,1.6,115.0,0,2016.0,48,425,4,1
64900.0,119450.0,2.0,110.0,0,2020.0,48,369,12,1
19900.0,288900.0,2.7,140.0,0,2010.0,1,101,2,1
44900.0,117810.0,2.0,110.0,0,2018.0,2,47,4,1
9400.0,262801.0,1.2,55.0,0,2012.0,45,450,4,1
13900.0,317000.0,1.6,82.0,0,2012.0,34,567,4,1
27950.0,171253.0,2.0,130.0,1,2012.0,1,101,4,1
31000.0,126000.0,1.6,85.0,1,2019.0,45,328,4,1
16999.0,259000.0,2.0,103.0,1,2008.0,45,550,4,1
7900.0,2.0,2.7,2.0,0,2002.0,30,392,4,1
30000.0,226000.0,2.0,135.0,1,2012.0,2,63,4,1
12900.0,167000.0,3.7,150.0,1,2006.0,21,335,4,4
19800.0,283000.0,2.2,100.0,1,2010.0,30,260,4,1
7000.0,251000.0,1.6,80.0,1,2007.0,34,46,2,1
12900.0,223000.0,1.6,66.0,0,2013.0,1,97,4,1
22990.0,238945.0,1.7,88.0,0,2019.0,36,510,6,1
14000.0,100.0,1.6,1.6,0,2015.0,48,425,4,1
19900.0,153000.0,1.5,75.0,0,2020.0,34,15,4,1
14100.0,250000.0,1.6,77.0,0,2011.0,1,97,4,1
3100.0,11000.0,1.8,85.0,0,2004.0,14,291,4,0
29500.0,209000.0,3.0,180.0,1,2011.0,1,101,4,1
16500.0,170000.0,1.6,77.0,0,2011.0,45,328,5,1
4950.0,290000.0,1.6,80.0,1,2006.0,14,291,2,1
42990.0,110629.0,2.0,110.0,0,2019.0,1,98,4,1
18900.0,247520.0,1.5,55.0,0,2015.0,14,557,0,1
15000.0,193475.0,1.6,77.0,0,2012.0,45,328,4,1
11800.0,292034.0,2.0,103.0,0,2010.0,45,441,2,1
13500.0,160000.0,1.4,55.0,0,2015.0,34,15,5,1
13900.0,265720.0,2.0,103.0,1,2011.0,48,425,2,1
13900.0,300000.0,1.6,66.0,1,2011.0,45,328,4,1
21000.0,120000.0,2.0,2.0,1,2015.0,2,18,6,1
12990.0,226349.0,2.0,125.0,0,2010.0,45,441,2,1
18000.0,110000.0,1.3,62.0,1,2009.0,43,354,4,0
32000.0,156000.0,1.6,85.0,0,2020.0,48,425,2,1
18900.0,141258.0,1.8,135.0,1,2008.0,30,147,4,0
28000.0,234420.0,2.0,176.0,1,2010.0,1,460,10,1
19100.0,240000.0,1.6,77.0,1,2014.0,45,328,5,1
20000.0,234000.0,2.0,125.0,0,2011.0,45,328,5,1
39900.0,131605.0,1.2,96.0,0,2021.0,34,11,6,0
13200.0,187000.0,1.5,70.0,1,2017.0,14,291,2,1
19000.0,246730.0,1.6,77.0,0,2013.0,45,328,4,1
8500.0,187000.0,1.6,77.0,0,2007.0,29,25,4,0
19200.0,51350.0,1.0,54.0,0,2019.0,9,507,4,0
18000.0,305169.0,2.5,128.0,1,2007.0,45,555,12,1
9900.0,195000.0,1.3,70.0,0,2012.0,33,124,2,1
21300.0,250000.0,2.0,135.0,1,2012.0,2,36,2,1
95000.0,39431.0,2.0,147.0,0,2021.0,30,148,4,1
12500.0,265000.0,3.0,140.0,1,2006.0,30,265,4,1
8100.0,311567.0,1.2,55.0,0,2013.0,45,450,4,1
17200.0,214350.0,2.0,105.0,0,2010.0,1,98,2,1
7600.0,245000.0,1.3,70.0,0,2011.0,33,238,4,1
15900.0,259085.0,1.6,77.0,0,2014.0,48,425,2,1
99900.0,6500.0,2.0,228.0,1,2022.0,1,493,4,0
18500.0,254000.0,2.0,103.0,1,2014.0,34,61,4,1
9400.0,250000.0,1.6,66.0,0,2010.0,48,486,4,1
15950.0,217100.0,2.0,103.0,0,2011.0,45,328,4,1
29990.0,160500.0,2.0,103.0,1,2012.0,1,459,10,1
61990.0,122000.0,3.0,240.0,1,2015.0,1,101,4,1
10500.0,269000.0,1.6,68.0,0,2010.0,34,440,4,1
13450.0,245.0,1.6,75.0,0,2013.0,45,202,0,1
18000.0,271000.0,3.0,180.0,0,2013.0,1,99,4,1
7000.0,180000.0,1.6,75.0,1,2008.0,34,32,2,4
34900.0,183000.0,1.6,85.0,1,2016.0,30,146,4,1
29999.0,196000.0,3.0,173.0,1,2009.0,2,596,10,1
18600.0,153000.0,2.2,120.0,0,2012.0,21,220,12,1
52000.0,245000.0,3.0,190.0,1,2014.0,2,596,12,1
15500.0,271300.0,2.2,125.0,0,2010.0,30,148,2,1
24000.0,230750.0,2.0,125.0,0,2014.0,1,99,2,1
29900.0,280000.0,2.2,140.0,0,2012.0,20,606,4,1
6500.0,200000.0,1.7,59.0,1,2005.0,23,421,12,4
53900.0,172822.0,2.0,132.0,1,2016.0,45,119,4,1
11000.0,280000.0,1.6,66.0,1,2010.0,45,450,4,1
13499.0,215000.0,1.5,55.0,1,2016.0,36,216,5,1
31000.0,207923.0,2.0,110.0,0,2016.0,46,600,10,1
39990.0,201000.0,2.0,110.0,0,2017.0,48,367,12,1
23999.0,200000.0,2.2,110.0,0,2014.0,29,199,10,1
11900.0,255000.0,2.0,105.0,0,2009.0,2,36,4,1
38750.0,225000.0,2.0,110.0,1,2018.0,45,550,6,1
16500.0,264000.0,2.0,81.0,1,2009.0,45,328,4,1
30000.0,320000.0,3.0,210.0,1,2008.0,2,596,4,1
37990.0,141000.0,2.0,110.0,0,2017.0,25,253,12,1
18900.0,200000.0,2.0,125.0,1,2010.0,45,328,4,1
9699.0,27000.0,2.0,125.0,0,2007.0,45,441,2,1
22999.0,232000.0,2.2,110.0,0,2013.0,31,433,4,1
15500.0,276000.0,2.0,103.0,0,2009.0,48,612,12,1
17500.0,260000.0,1.6,85.0,1,2014.0,34,32,5,1
24700.0,155000.0,1.5,80.0,0,2017.0,36,403,4,1
4999.0,213000.0,1.6,75.0,0,1995.0,2,33,4,0
11900.0,280000.0,2.0,103.0,0,2009.0,48,427,2,1
13999.0,231805.0,1.6,77.0,0,2013.0,45,441,2,1
6900.0,215000.0,1.0,50.0,1,2007.0,34,2,5,0
12900.0,290000.0,2.5,130.0,1,2004.0,2,65,4,1
64000.0,95000.0,2.0,140.0,1,2019.0,45,550,10,1
28000.0,220000.0,3.0,190.0,0,2010.0,25,477,4,1
5200.0,215509.0,1.5,65.0,0,2011.0,9,386,2,1
65990.0,229000.0,3.0,210.0,0,2018.0,1,101,4,1
57900.0,203000.0,3.0,195.0,1,2018.0,2,66,4,1
5800.0,330000.0,1.9,66.0,1,2002.0,45,328,4,1
22900.0,185000.0,2.0,103.0,0,2012.0,14,372,10,1
23450.0,251100.0,1.6,81.0,0,2016.0,45,328,4,1
34990.0,136647.0,1.5,96.0,0,2018.0,34,27,6,1
93450.0,150000.0,3.0,210.0,1,2021.0,2,66,4,1
20550.0,276391.0,2.2,92.0,0,2012.0,14,560,3,1
16900.0,180000.0,2.0,103.0,0,2012.0,34,61,4,1
38500.0,156200.0,1.6,88.0,0,2019.0,45,441,4,1
9500.0,265000.0,2.0,103.0,0,2008.0,45,441,4,1
64999.0,260000.0,2.0,140.0,1,2018.0,1,460,12,1
8600.0,347289.0,1.9,77.0,1,2004.0,48,425,4,1
75000.0,176000.0,3.0,200.0,1,2016.0,1,462,12,1
11400.0,256000.0,1.6,66.0,0,2010.0,48,486,4,1
13300.0,288097.0,1.6,77.0,0,2010.0,45,328,4,1
14400.0,281000.0,2.0,105.0,0,2009.0,2,34,4,1
35000.0,7366.0,1.2,74.0,1,2022.0,33,412,4,0
63300.0,57843.0,2.0,140.0,1,2020.0,0,522,2,1
3700.0,285930.0,2.5,132.0,0,2003.0,1,98,2,1
22900.0,280000.0,2.0,110.0,0,2017.0,48,425,2,1
23990.0,139211.0,1.5,75.0,0,2020.0,33,242,6,1
27990.0,138452.0,1.5,81.0,0,2021.0,34,11,6,1
18500.0,272444.0,2.0,103.0,0,2013.0,45,556,6,1
20990.0,164021.0,1.5,75.0,0,2020.0,34,32,4,1
16990.0,157639.0,1.5,96.0,0,2018.0,34,32,2,1
27500.0,210000.0,1.6,85.0,0,2019.0,45,328,4,1
34990.0,174686.0,1.5,96.0,0,2021.0,34,57,6,1
34990.0,128966.0,2.0,110.0,0,2019.0,45,441,2,1
11900.0,252000.0,2.0,81.0,1,2009.0,45,441,2,1
10200.0,225000.0,1.6,77.0,0,2010.0,48,285,4,1
6500.0,430000.0,1.8,90.0,1,2006.0,2,6,4,1
32000.0,257000.0,3.0,150.0,1,2010.0,2,65,4,1
11990.0,263000.0,1.6,66.0,0,2010.0,45,328,4,1
37900.0,97900.0,1.6,88.0,1,2018.0,33,341,10,1
