Brand,Model,Cijena,Kilometraza,Zapremina_motora,Snaga_motora,Tip,Registrovan,Godina,Gorivo
Dacia,Dokker,11900.0,220000.0,1.5,66.0,Caddy,0,2013.0,Dizel
Škoda,Rapid,18000.0,105272.0,1.2,66.0,Limuzina,true,2015.0,Benzin
Ford,Kuga,17700.0,239000.0,2.0,103.0,SUV,false,2011.0,Dizel
Opel,Zafira,9000.0,204401.0,1.7,81.0,,true,2009.0,Dizel
Volkswagen,Golf,11500.0,306000.0,1.6,77.0,Limuzina,0,2010.0,Dizel
Jeep,Cherokee,16500.0,0.0,4.0,92.0,Terenac,0,1995.0,Benzin
Volkswagen,Passat,42700.0,220000.0,2.0,140.0,,true,2015.0,Dizel
BMW,X6,79900.0,153000.0,3.0,190.0,SUV,true,2018.0,Dizel
Mercedes-Benz,GLC 220 Coupe,89900.0,129864.0,2.0,143.0,Terenac,0,2020.0,Dizel
Škoda,Yeti,15550.0,181000.0,2.0,81.0,Terenac,true,2010.0,Dizel
Mercedes-Benz,E 200,50900.0,158780.0,2.0,110.0,Limuzina,false,2018.0,Dizel
Volkswagen,Polo,20500.0,135783.0,1.0,59.0,Limuzina,0,2021.0,Benzin
Audi,A3,12500.0,2980000.0,1.6,77.0,Limuzina,true,2009.0,Dizel
BMW,320,15500.0,297000.0,2.0,130.0,Limuzina,true,2009.0,Dizel
BMW,218 Gran Tourer,28900.0,179072.0,2.0,110.0,Monovolumen,false,2019.0,Dizel
Volkswagen,Passat,11500.0,262000.0,1.9,77.0,Karavan,true,2008.0,Dizel
Volkswagen,Amarok,60000.0,195000.0,3.0,19.0,Pick up,true,2018.0,Dizel
Peugeot,208,16990.0,106000.0,1.2,60.0,Malo auto,true,2018.0,Benzin
Volkswagen,Golf,18300.0,225000.0,1.6,77.0,Limuzina,0,2014.0,Dizel
Ford,Ranger,73900.0,80000.0,3.2,147.0,Pick up,true,2018.0,Dizel
Hyundai,Elantra,2000.0,214000.0,2.0,82.0,Limuzina,false,2005.0,Dizel
Citroen,C3,17900.0,113000.0,1.2,61.0,Limuzina,0,2018.0,Benzin
Nissan,Qashqai,19900.0,203142.0,2.0,110.0,Terenac,true,2011.0,Dizel
Citroen,C3,18900.0,110000.0,1.6,55.0,Limuzina,false,2018.0,Dizel
Fiat,Stilo,2500.0,217000.0,1.6,74.0,Malo auto,true,2002.0,Benzin
Mercedes-Benz,C 220,13500.0,332800.0,2.2,110.0,Limuzina,true,2006.0,Dizel
Renault,Talisman,28000.0,90350.0,1.6,96.0,Limuzina,0,2018.0,Dizel
Citroen,C4,17950.0,160000.0,1.6,73.0,Limuzina,0,2016.0,Dizel
Volkswagen,Golf,10700.0,248000.0,1.6,77.0,Malo auto,0,2010.0,Dizel
Toyota,RAV 4,17500.0,150000.0,2.2,110.0,Terenac,0,2010.0,Dizel
Audi,Q5,36000.0,223000.0,3.0,180.0,,true,2013.0,Dizel
Mercedes-Benz,E 220,25000.0,203000.0,2.2,100.0,Limuzina,true,2010.0,Dizel
Volkswagen,Passat,11700.0,300000.0,2.0,103.0,Karavan,true,2008.0,Dizel
Audi,80,9800.0,275182.0,1.9,81.0,Karavan,0,1994.0,Dizel
Volkswagen,T-Roc,38800.0,165000.0,1.6,85.0,SUV,0,2019.0,Dizel
Peugeot,208,10950.0,289000.0,1.6,88.0,Malo auto,0,2012.0,Benzin
Volkswagen,Amarok,79000.0,161000.0,3.0,190.0,Terenac,true,2020.0,Dizel
Peugeot,308,14400.0,245000.0,1.6,73.0,Karavan,true,2016.0,Dizel
Volkswagen,Polo,9950.0,247940.0,1.6,55.0,,0,2010.0,Dizel
Volkswagen,Golf,12500.0,270000.0,1.6,77.0,Limuzina,0,2011.0,Dizel
BMW,318,16499.0,305114.0,2.0,100.0,Limuzina,0,2009.0,Dizel
DS automobiles,DS4,17800.0,250000.0,2.0,120.0,,0,2014.0,Dizel
Opel,Astra,15400.0,250000.0,1.6,81.0,,0,2016.0,Dizel
Škoda,Octavia,31900.0,122000.0,1.6,85.0,,false,2019.0,Dizel
Opel,Zafira,16000.0,270000.0,1.6,100.0,Monovolumen,0,2015.0,Dizel
Volkswagen,Tiguan,32400.0,201000.0,2.0,140.0,Limuzina,false,2013.0,Dizel
Audi,A3,18300.0,245431.0,2.0,125.0,Limuzina,0,2010.0,Dizel
Volvo,V40,20000.0,245000.0,2.0,140.0,Limuzina,true,2014.0,Dizel
Volkswagen,Golf,11000.0,340000.0,1.6,77.0,,0,2010.0,Dizel
Škoda,Octavia,20900.0,240000.0,1.6,85.0,Karavan,true,2017.0,Dizel
Seat,Altea XL,9999.0,248000.0,1.6,77.0,,0,2011.0,Dizel
Volkswagen,Touran,11300.0,358000.0,1.9,77.0,,true,2007.0,Dizel
Mercedes-Benz,GLE 400 Coupe,199999.0,14500.0,2.9,243.0,Sportski/kupe,false,2022.0,Dizel
Audi,Q8,130000.0,98500.0,3.0,210.0,SUV,false,2018.0,Dizel
Volkswagen,Golf,7600.0,270000.0,1.9,77.0,Limuzina,true,2005.0,Dizel
Audi,A6,11500.0,359000.0,3.0,171.0,Karavan,0,2007.0,Dizel
Škoda,Octavia,7750.0,330000.0,1.6,75.0,,0,2011.0,Plin
Audi,A6,98900.0,85000.0,3.0,210.0,Limuzina,true,2020.0,Dizel
Volkswagen,Touareg,33500.0,270000.0,3.0,180.0,,0,2012.0,Dizel
Fiat,Grande Punto,8700.0,230000.0,1.3,55.0,Malo auto,0,2011.0,Dizel
Audi,Q5,23200.0,248000.0,2.0,155.0,Terenac,true,2008.0,Benzin
Volkswagen,Passat,21850.0,243400.0,2.0,103.0,Limuzina,true,2011.0,Dizel
Volkswagen,Golf,10950.0,253000.0,2.0,81.0,Limuzina,0,2009.0,Dizel
Opel,Astra,7300.0,275000.0,1.4,66.0,Limuzina,true,2010.0,Benzin
Volkswagen,Golf Plus,13450.0,258000.0,1.6,77.0,,0,2011.0,Dizel
Škoda,Scala,28500.0,160000.0,1.6,85.0,Limuzina,false,2019.0,Dizel
Volvo,V60,39500.0,170000.0,2.0,110.0,Karavan,false,2019.0,Dizel
Volvo,V60,38500.0,170000.0,2.0,110.0,Karavan,false,2019.0,Dizel
Citroen,C4 Spacetourer,26900.0,154000.0,1.5,96.0,Monovolumen,false,2020.0,Dizel
Volkswagen,Touareg,32500.0,292000.0,3.0,176.0,SUV,true,2010.0,Dizel
Audi,A3,4600.0,250000.0,1.9,96.0,Malo auto,true,2003.0,Dizel
Volkswagen,Passat,14350.0,199353.0,1.6,77.0,Limuzina,0,2011.0,Dizel
Audi,Q3,67850.0,56435.0,2.0,140.0,Terenac,true,2019.0,Dizel
Volkswagen,Passat,12900.0,330000.0,2.0,125.0,Karavan,true,2009.0,Dizel
Volkswagen,Polo,9800.0,102000.0,1.2,44.0,Malo auto,true,2010.0,Benzin
Škoda,Fabia,5650.0,334000.0,1.9,74.0,,0,2003.0,Dizel
Volkswagen,Polo,11000.0,187232.0,1.2,55.0,Malo auto,true,2011.0,Dizel
Škoda,Octavia RS,14000.0,225000.0,2.0,125.0,,0,2010.0,Dizel
BMW,116,15900.0,238000.0,1.6,100.0,,true,2012.0,Benzin
Volkswagen,Touran,31500.0,290000.0,1.6,85.0,Monovolumen,0,2019.0,Dizel
Dacia,Duster,13500.0,263000.0,1.5,81.0,Terenac,0,2011.0,Dizel
Citroen,DS7,41000.0,169924.0,1.5,96.0,SUV,false,2021.0,Dizel
Škoda,Karoq,42000.0,143185.0,2.0,85.0,SUV,false,2021.0,Dizel
Škoda,Fabia,8700.0,190000.0,1.6,55.0,Karavan,0,2010.0,Dizel
Volkswagen,Golf,13700.0,232000.0,1.6,77.0,Limuzina,true,2010.0,Dizel
Citroen,C5,12000.0,250.0,1.6,84.0,Limuzina,true,2013.0,Dizel
Volkswagen,Golf,19400.0,287000.0,1.6,77.0,Limuzina,true,2013.0,Dizel
Volkswagen,Vento,3450.0,189643.0,1.9,66.0,Limuzina,true,1992.0,Dizel
Land Rover,Range Rover Evoque,39500.0,204000.0,2.2,140.0,Terenac,true,2012.0,Dizel
Volkswagen,Golf,17500.0,306000.0,1.6,77.0,Limuzina,0,2013.0,Dizel
Volkswagen,Arteon,118000.0,11500.0,2.0,235.0,Limuzina,true,2023.0,Benzin
Porsche,Cayenne,45500.0,262000.0,3.0,180.0,Terenac,true,2011.0,Dizel
Audi,A4,22900.0,215000.0,2.0,88.0,Karavan,0,2012.0,Dizel
Land Rover,Range Rover Evoque,31000.0,228000.0,2.2,140.0,SUV,true,2012.0,Dizel
Škoda,Fabia,13000.0,156800.0,1.0,55.0,Limuzina,true,2015.0,Benzin
Volkswagen,Golf,19990.0,230000.0,1.6,77.0,Limuzina,true,2014.0,Dizel
Volkswagen,Passat,12900.0,165000.0,1.6,77.0,Karavan,0,2012.0,Dizel
Škoda,Octavia,15800.0,252000.0,1.6,81.0,Karavan,true,2015.0,Dizel
Volkswagen,Golf,9999.0,215111.0,1.6,77.0,Malo auto,false,2011.0,Dizel
BMW,320,18900.0,221245.0,2.0,130.0,Ostalo,true,2010.0,Dizel
Ford,Kuga,21500.0,198000.0,1.6,110.0,SUV,true,2015.0,Benzin
Mercedes-Benz,E 220,55900.0,224000.0,2.0,143.0,Karavan,false,2018.0,Dizel
Volvo,XC 60,49900.0,220000.0,2.0,140.0,SUV,true,2018.0,Dizel
Volkswagen,Golf,23500.0,240.0,2.0,110.0,Limuzina,true,2013.0,Dizel
Land Rover,Range Rover Sport,22500.0,270000.0,2.7,140.0,,true,2007.0,Dizel
Volkswagen,Golf,22900.0,220000.0,1.6,81.0,,true,2015.0,Dizel
Škoda,Octavia,25600.0,260000.0,2.0,110.0,Karavan,false,2019.0,Dizel
Audi,Q7,35900.0,263000.0,3.0,150.0,SUV,false,2011.0,Dizel
Renault,Kangoo,9000.0,240000.0,1.5,66.0,Monovolumen,false,2012.0,Dizel
BMW,X1,19000.0,270000.0,2.0,150.0,Terenac,true,2009.0,Dizel
Ford,Focus,6800.0,330000.0,1.6,66.0,Karavan,true,2008.0,Dizel
Volkswagen,Passat,14300.0,278000.0,1.6,77.0,Karavan,true,2012.0,Dizel
BMW,X1,17700.0,231000.0,2.0,130.0,,0,2011.0,Dizel
Ford,Kuga,23000.0,142000.0,2.0,103.0,Monovolumen,true,2014.0,Dizel
Volkswagen,Golf,5850.0,348723.0,1.9,66.0,Karavan,true,2002.0,Dizel
Volkswagen,Polo,4200.0,220000.0,1.6,92.0,,0,2001.0,Benzin
Škoda,Fabia,8990.0,231458.0,1.2,55.0,,0,2011.0,Dizel
BMW,X3,15600.0,280000.0,2.0,110.0,,0,2006.0,Dizel
Mercedes-Benz,CLS 320,18000.0,260000.0,3.0,165.0,Limuzina,true,2008.0,Dizel
Volkswagen,Golf,29800.0,260000.0,2.0,169.0,,true,2013.0,Benzin
Volvo,XC 60,49500.0,190000.0,2.0,140.0,SUV,0,2019.0,Dizel
Citroen,Xsara,2700.0,230000.0,1.6,80.0,,0,2001.0,Benzin
Mercedes-Benz,E 280,13900.0,329000.0,2.8,140.0,,false,2007.0,Dizel
Peugeot,308,7800.0,275500.0,1.6,88.0,Karavan,true,2009.0,Benzin
Volkswagen,Caddy,16000.0,290.0,1.6,75.0,,true,2014.0,Dizel
Volkswagen,Golf,14999.0,216324.0,1.6,77.0,Limuzina,0,2011.0,Dizel
Ford,B-Max,11600.0,142000.0,1.0,74.0,Monovolumen,0,2014.0,Benzin
MINI,Cooper D Countryman,18400.0,276000.0,1.6,82.0,Limuzina,true,2013.0,Dizel
Mercedes-Benz,C 220,14700.0,240000.0,2.2,125.0,Karavan,true,2010.0,Dizel
Audi,A5,27500.0,229750.0,2.0,105.0,Limuzina,true,2013.0,Dizel
Peugeot,5008,18700.0,181000.0,1.6,84.0,Monovolumen,0,2014.0,Dizel
Audi,A3,24600.0,250000.0,1.6,81.0,Limuzina,0,2015.0,Dizel
Mercedes-Benz,S 500,10000.0,999999.0,5.0,225.0,,0,1998.0,Benzin
BMW,X1,19999.0,259000.0,2.0,105.0,SUV,0,2011.0,Dizel
Volkswagen,Golf,12600.0,191000.0,1.6,75.0,Limuzina,0,2009.0,Benzin
Volkswagen,Polo,21500.0,105321.0,1.0,59.0,Limuzina,false,2021.0,Benzin
Renault,Megane,8900.0,227000.0,1.5,66.0,Karavan,true,2011.0,Dizel
Suzuki,Jimny,54950.0,24756.0,1.5,75.0,Terenac,true,2020.0,Benzin
Peugeot,3008,31000.0,197425.0,1.6,88.0,SUV,false,2017.0,Dizel
Mitsubishi,Pajero,18500.0,201500.0,3.0,130.0,,0,1991.0,Benzin
Volkswagen,Golf,21500.0,256000.0,1.6,81.0,Limuzina,true,2014.0,Dizel
Seat,Ibiza,4390.0,260000.0,1.9,74.0,,false,2007.0,Dizel
Volkswagen,Passat,12300.0,300300.0,2.0,103.0,Karavan,0,2010.0,Dizel
Audi,A5,17900.0,240000.0,2.7,140.0,,false,2008.0,Dizel
Škoda,Fabia,6999.0,285.0,1.2,51.0,,0,2010.0,Plin
Peugeot,308,9900.0,287283.0,1.6,82.0,Karavan,true,2012.0,Dizel
Audi,A4,15900.0,125296.0,1.8,118.0,Karavan,0,2009.0,Benzin
Mercedes-Benz,C 200,17900.0,281000.0,2.2,100.0,Karavan,0,2012.0,Dizel
Volkswagen,Golf,9000.0,200000.0,1.6,77.0,,0,2010.0,Dizel
Citroen,C4,16799.0,159489.0,1.6,88.0,Limuzina,0,2018.0,Dizel
BMW,X5,42500.0,223250.0,3.0,190.0,,0,2016.0,Dizel
BMW,M5,80000.0,249711.0,4.4,412.0,Limuzina,0,2015.0,Benzin
Land Rover,Range Rover Velar,86990.0,99121.0,2.0,177.0,SUV,false,2018.0,Dizel
Fiat,Tipo,17800.0,116318.0,1.4,70.0,Karavan,true,2020.0,Plin
Škoda,Superb,26489.0,200443.0,2.0,110.0,Karavan,0,2019.0,Dizel
Volkswagen,Touran,25200.0,246000.0,2.0,120.0,Terenac,0,2011.0,Dizel
Seat,Altea XL,9700.0,330147.0,1.6,77.0,Monovolumen,true,2014.0,Dizel
Citroen,DS3,11300.0,195000.0,1.6,88.0,Sportski/kupe,true,2012.0,Benzin
Audi,A3,32990.0,140186.0,1.6,85.0,Limuzina,false,2019.0,Dizel
Volkswagen,Polo,8000.0,250000.0,1.2,55.0,Malo auto,0,2011.0,Dizel
Peugeot,5008,37990.0,194000.0,1.5,96.0,SUV,0,2019.0,Dizel
Volkswagen,Passat,57990.0,45202.0,2.0,90.0,Limuzina,false,2021.0,Dizel
Peugeot,2008,25990.0,126784.0,1.5,88.0,Monovolumen,false,2019.0,Dizel
Škoda,Octavia,29900.0,176918.0,2.0,135.0,Karavan,false,2018.0,Dizel
BMW,318,51990.0,17010.0,2.0,110.0,Limuzina,false,2020.0,Dizel
Škoda,Octavia,27900.0,157278.0,1.6,85.0,Karavan,false,2019.0,Dizel
Mercedes-Benz,C 250,16999.0,232500.0,2.2,150.0,Limuzina,true,2009.0,Dizel
Audi,Q5,23900.0,216143.0,2.0,155.0,SUV,false,2009.0,Benzin
Peugeot,3008,35100.0,125079.0,1.5,96.0,SUV,false,2019.0,Dizel
Opel,Astra,11600.0,277105.0,1.7,81.0,Limuzina,false,2010.0,Dizel
Nissan,Qashqai,26500.0,205000.0,1.5,81.0,Limuzina,true,2017.0,Dizel
Kia,Sportage,55980.0,52853.0,1.6,132.0,SUV,false,2022.0,Benzin
BMW,116,9000.0,140000.0,2.0,90.0,,false,2010.0,Benzin
Opel,Astra,19900.0,166000.0,1.6,100.0,Karavan,false,2017.0,Dizel
Renault,Megane,9500.0,215000.0,1.5,81.0,Limuzina,true,2009.0,Dizel
Audi,A4,25800.0,184271.0,2.0,103.0,Karavan,true,2013.0,Dizel
Renault,Kadjar,37900.0,119872.0,1.5,85.0,Terenac,false,2019.0,Dizel
Peugeot,2008,32950.0,100679.0,1.5,75.0,SUV,false,2020.0,Dizel
Ford,Focus,19900.0,136779.0,1.5,70.0,Karavan,false,2017.0,Dizel
Škoda,Octavia,16800.0,243000.0,2.0,110.0,Karavan,true,2013.0,Dizel
Peugeot,3008,32800.0,114106.0,1.6,88.0,SUV,false,2018.0,Dizel
Audi,A6,6900.0,277000.0,1.9,96.0,Limuzina,true,2004.0,Dizel
Peugeot,308,28900.0,158843.0,1.5,96.0,Limuzina,false,2019.0,Dizel
Peugeot,308,23900.0,135235.0,1.5,75.0,Limuzina,false,2018.0,Dizel
Peugeot,307,4200.0,270000.0,1.6,80.0,Limuzina,true,2004.0,Dizel
Volkswagen,Passat,9500.0,272000.0,1.9,77.0,,true,2008.0,Dizel
Citroen,C4 Cactus,22900.0,142000.0,1.5,75.0,Limuzina,false,2019.0,Dizel
Audi,Q7,19600.0,290000.0,3.0,165.0,Terenac,true,2006.0,Dizel
Volkswagen,Golf,18500.0,280000.0,1.6,77.0,Karavan,true,2014.0,Dizel
Peugeot,308,13800.0,227000.0,2.0,110.0,Monovolumen,0,2011.0,Dizel
Volkswagen,Tiguan,46000.0,130000.0,2.0,110.0,SUV,true,2017.0,Dizel
Renault,Kadjar,34900.0,106665.0,1.5,85.0,Terenac,false,2019.0,Dizel
Ford,Mondeo,33900.0,129836.0,2.0,110.0,Limuzina,false,2018.0,Dizel
BMW,X1,33900.0,187620.0,1.5,85.0,Terenac,false,2017.0,Dizel
Peugeot,308,8400.0,303500.0,1.6,80.0,Limuzina,true,2009.0,Dizel
Volkswagen,Passat,4300.0,469000.0,1.9,74.0,Limuzina,true,2002.0,Dizel
Volkswagen,Golf,11500.0,234000.0,1.4,90.0,,0,2010.0,Benzin
Škoda,Octavia,24850.0,212000.0,1.6,85.0,Karavan,0,2019.0,Dizel
Volkswagen,Golf,13750.0,209000.0,1.4,90.0,,0,2009.0,Benzin
Volkswagen,Golf,13999.0,262000.0,1.6,77.0,,0,2012.0,Dizel
Mercedes-Benz,E 220,52900.0,210000.0,2.0,143.0,Limuzina,false,2017.0,Dizel
Audi,A3,6700.0,335000.0,2.0,103.0,,0,2005.0,Dizel
Volkswagen,Passat,10500.0,290000.0,2.0,103.0,Karavan,true,2010.0,Dizel
Škoda,Karoq,38000.0,138000.0,1.6,85.0,SUV,0,2020.0,Dizel
BMW,520,22500.0,260000.0,2.0,135.0,Limuzina,true,2010.0,Dizel
Porsche,Cayenne,126950.0,159219.0,3.0,250.0,Terenac,true,2018.0,Benzin
Volkswagen,Passat,5500.0,350000.0,1.9,77.0,Karavan,true,2006.0,Dizel
Opel,Insignia,22500.0,175000.0,1.6,81.0,Karavan,true,2018.0,Dizel
Peugeot,308,19990.0,185648.0,1.5,96.0,Malo auto,false,2021.0,Dizel
Peugeot,308,27990.0,155539.0,1.5,96.0,Limuzina,0,2020.0,Dizel
Škoda,Fabia,7450.0,282000.0,1.2,55.0,Karavan,0,2010.0,Dizel
Peugeot,308,20990.0,159158.0,1.5,96.0,Malo auto,false,2021.0,Dizel
Seat,Leon,18500.0,270000.0,2.0,135.0,Limuzina,true,2013.0,Dizel
Opel,Insignia,32900.0,135977.0,1.6,81.0,Limuzina,false,2018.0,Dizel
Opel,Insignia,32900.0,109079.0,1.6,100.0,Limuzina,false,2018.0,Dizel
Volkswagen,Golf,29990.0,109648.0,1.6,85.0,Malo auto,false,2019.0,Dizel
Peugeot,206,3850.0,188000.0,1.4,55.0,,true,2005.0,Benzin
Volkswagen,Passat,42990.0,155593.0,2.0,110.0,Limuzina,false,2021.0,Dizel
Volvo,XC 60,26700.0,246000.0,2.4,120.0,,0,2013.0,Dizel
Volkswagen,Tiguan,51990.0,177334.0,2.0,110.0,SUV,false,2020.0,Dizel
Mercedes-Benz,A 180,40990.0,154005.0,2.0,85.0,Malo auto,false,2021.0,Dizel
BMW,216 Gran Tourer,30900.0,121386.0,1.5,85.0,Monovolumen,false,2018.0,Dizel
Peugeot,308,25980.0,110106.0,1.5,75.0,Limuzina,false,2019.0,Dizel
Volkswagen,Polo,14900.0,248000.0,1.4,55.0,Limuzina,0,2014.0,Dizel
Škoda,Octavia,6500.0,530000.0,1.9,77.0,Karavan,0,2007.0,Dizel
Peugeot,3008,13100.0,252500.0,1.6,82.0,Limuzina,true,2011.0,Dizel
Mercedes-Benz,GLC 220 Coupe,105990.0,42577.0,2.0,143.0,SUV,false,2022.0,Dizel
Audi,A4,17600.0,280000.0,2.0,105.0,Limuzina,true,2009.0,Dizel
Audi,A3,15500.0,214000.0,2.0,103.0,Limuzina,true,2011.0,Dizel
Volkswagen,Passat CC,18450.0,280000.0,2.0,103.0,Limuzina,true,2009.0,Dizel
BMW,320,81000.0,107000.0,2.0,140.0,Limuzina,true,2021.0,Dizel
Volkswagen,Golf,16950.0,290000.0,1.6,77.0,Limuzina,false,2013.0,Dizel
BMW,520,62990.0,93232.0,2.0,140.0,Limuzina,false,2021.0,Dizel
Mazda,CX-7,15900.0,297000.0,2.2,127.0,,0,2011.0,Dizel
Škoda,Octavia RS,16000.0,219000.0,2.0,125.0,,0,2009.0,Dizel
Mercedes-Benz,GLC 220 Coupe,72500.0,107280.0,2.0,125.0,Sportski/kupe,true,2018.0,Dizel
Volkswagen,Golf,11950.0,240000.0,2.0,81.0,Limuzina,false,2009.0,Dizel
BMW,X5,34950.0,107187.0,3.0,224.0,Terenac,false,2012.0,Benzin
Mazda,CX-5,24700.0,174000.0,2.2,110.0,SUV,false,2013.0,Dizel
Citroen,C4 Spacetourer,18990.0,179714.0,1.6,88.0,Monovolumen,false,2018.0,Dizel
Opel,Corsa,8400.0,160000.0,1.4,100.0,Malo auto,0,2011.0,Benzin
Mercedes-Benz,GLE 450,243900.0,8700.0,3.0,270.0,Terenac,true,2024.0,Dizel
Renault,Kadjar,29990.0,115912.0,1.5,85.0,SUV,false,2020.0,Dizel
Volkswagen,Passat,43500.0,169125.0,2.0,110.0,Limuzina,true,2019.0,Dizel
Renault,Clio,7500.0,152000.0,1.2,55.0,Malo auto,false,2011.0,Benzin
Peugeot,3008,37990.0,134892.0,1.5,96.0,Monovolumen,false,2019.0,Dizel
Volkswagen,Passat Alltrack,40900.0,260000.0,2.0,176.0,Karavan,true,2015.0,Dizel
Mercedes-Benz,GLK 220,24800.0,256000.0,2.2,125.0,SUV,false,2010.0,Dizel
Volkswagen,Passat,41900.0,81358.0,2.0,110.0,,false,2017.0,Dizel
Peugeot,3008,34990.0,156266.0,1.5,96.0,Monovolumen,false,2019.0,Dizel
Mercedes-Benz,ML 250,41900.0,285000.0,2.2,150.0,Terenac,true,2014.0,Dizel
Seat,Altea,10900.0,239000.0,1.6,77.0,Malo auto,false,2011.0,Dizel
BMW,318,4500.0,350000.0,2.0,85.0,Limuzina,0,2001.0,Plin
Chevrolet,Lacetti,2300.0,200000.0,1.6,70.0,,0,2005.0,Benzin
BMW,530,72900.0,168000.0,3.0,195.0,Limuzina,true,2018.0,Dizel
Mercedes-Benz,C 220,68000.0,143000.0,2.0,140.0,Limuzina,0,2018.0,Dizel
Seat,Ibiza,9850.0,249300.0,1.6,66.0,Malo auto,0,2009.0,Dizel
Škoda,Karoq,30900.0,246815.0,1.6,85.0,SUV,false,2019.0,Dizel
Toyota,Land Cruiser,4400.0,316000.0,1.9,96.0,Limuzina,true,2003.0,Dizel
Volkswagen,Passat,5000.0,322000.0,2.0,96.0,Karavan,true,2003.0,Benzin
Audi,A4,11690.0,294000.0,1.9,85.0,Limuzina,true,2007.0,Dizel
Volkswagen,Golf,10999.0,233586.0,2.0,103.0,Limuzina,true,2009.0,Dizel
Škoda,Superb,18900.0,248850.0,2.0,103.0,Karavan,0,2014.0,Dizel
Volkswagen,Passat,4500.0,265222.0,2.0,85.0,,0,2002.0,Plin
Volkswagen,Passat,7500.0,285661.0,2.0,103.0,Karavan,true,2006.0,Dizel
Hyundai,ix35,17400.0,215000.0,2.0,100.0,Terenac,0,2010.0,Dizel
Audi,A4,4000.0,320000.0,1.9,85.0,Karavan,true,2000.0,Dizel
Renault,Clio,13900.0,146000.0,1.5,55.0,Karavan,false,2013.0,Dizel
Volvo,XC 60,66000.0,193000.0,2.0,173.0,Terenac,0,2020.0,Dizel
Volkswagen,Touran,13890.0,250000.0,1.6,77.0,,true,2011.0,Dizel
Opel,Astra,13900.0,185000.0,1.6,81.0,Karavan,true,2015.0,Dizel
Volkswagen,Touran,20000.0,220000.0,2.0,81.0,Monovolumen,true,2015.0,Dizel
Fiat,500C,14900.0,150000.0,1.2,51.0,Kabriolet,false,2014.0,Benzin
Volkswagen,Golf,45900.0,68000.0,2.0,85.0,Limuzina,true,2020.0,Dizel
Dacia,Sandero,7200.0,179800.0,1.2,55.0,Limuzina,0,2012.0,Benzin
Volkswagen,Golf,1350.0,125555.0,1.6,40.0,,0,1985.0,Dizel
Porsche,Cayenne,159950.0,99500.0,4.0,404.0,SUV,false,2018.0,Benzin
Audi,A6,34000.0,253000.0,3.0,150.0,Limuzina,0,2014.0,Dizel
Peugeot,207,8950.0,176000.0,1.4,50.0,Limuzina,0,2010.0,Dizel
Peugeot,3008,39550.0,92219.0,1.6,88.0,SUV,0,2018.0,Dizel
Volkswagen,Golf,12000.0,298000.0,1.6,77.0,,true,2009.0,Dizel
Škoda,Octavia,11900.0,269311.0,1.6,77.0,Karavan,true,2010.0,Dizel
Renault,Koleos,35999.0,118000.0,2.0,130.0,SUV,false,2017.0,Dizel
Ford,Kuga,32900.0,122000.0,1.5,110.0,SUV,0,2019.0,Benzin
Volkswagen,Caddy,19900.0,165082.0,1.6,55.0,Caddy,false,2015.0,Dizel
Renault,Clio,16300.0,167000.0,1.5,55.0,,true,2014.0,Dizel
Renault,Clio,8999.0,239000.0,1.2,74.0,Malo auto,false,2011.0,Benzin
Volkswagen,Passat,36700.0,68000.0,1.6,88.0,Limuzina,true,2018.0,Dizel
Dacia,Logan,3200.0,250000.0,1.4,55.0,,0,2006.0,Benzin
Volkswagen,Buba / Beetle,23900.0,186897.0,2.0,103.0,Limuzina,0,2012.0,Dizel
Škoda,Octavia,26900.0,192129.0,1.6,85.0,Karavan,false,2018.0,Dizel
Volvo,XC 90,66900.0,113000.0,2.0,172.0,Terenac,true,2015.0,Dizel
Volvo,XC 60,23900.0,243000.0,2.0,120.0,SUV,false,2010.0,Dizel
Volkswagen,Golf,11900.0,333000.0,2.0,81.0,Limuzina,true,2009.0,Dizel
Volvo,XC 90,129990.0,18013.0,2.0,173.0,SUV,false,2023.0,Dizel
Volvo,XC 60,109990.0,27322.0,2.0,145.0,SUV,false,2023.0,Dizel
Volkswagen,Passat,22999.0,292050.0,1.6,88.0,Karavan,0,2015.0,Dizel
Volvo,XC 60,99990.0,28012.0,2.0,145.0,SUV,false,2023.0,Dizel
Volvo,XC 60,95990.0,24380.0,2.0,145.0,SUV,false,2023.0,Dizel
Volvo,XC 90,119990.0,27720.0,2.0,173.0,SUV,false,2023.0,Dizel
Volvo,XC 90,129990.0,23271.0,2.0,173.0,SUV,false,2023.0,Dizel
Volkswagen,Golf,25500.0,177465.0,1.6,85.0,Limuzina,0,2020.0,Dizel
Volkswagen,Tiguan,39950.0,176511.0,2.0,110.0,SUV,false,2018.0,Dizel
Fiat,Panda,3900.0,103000.0,1.2,44.0,Malo auto,0,2003.0,Benzin
Peugeot,3008,38950.0,121553.0,1.6,88.0,,false,2017.0,Dizel
Seat,Ibiza,10200.0,228000.0,1.6,77.0,Malo auto,true,2010.0,Dizel
Audi,A3,32950.0,149116.0,1.6,85.0,Limuzina,false,2017.0,Dizel
Volkswagen,Golf,21899.0,220000.0,1.6,77.0,Limuzina,0,2013.0,Dizel
Peugeot,308,21950.0,174264.0,1.6,88.0,,false,2017.0,Dizel
Peugeot,3008,41900.0,145000.0,2.0,130.0,Monovolumen,false,2018.0,Dizel
Peugeot,308,12900.0,160000.0,1.6,68.0,Limuzina,0,2012.0,Dizel
