Brand,Model,Cijena,Kilometraza,Zapremina_motora,Snaga_motora,Tip,Registrovan,Godina,Gorivo
BMW,X5,10500.0,340000.0,3.0,170.0,Terenac,true,2003.0,Plin
Škoda,Octavia,7350.0,350000.0,2.0,103.0,Karavan,true,2008.0,Dizel
Peugeot,2008,20990.0,124436.0,1.6,73.0,SUV,false,2016.0,Dizel
Renault,Kadjar,25600.0,178798.0,1.5,81.0,SUV,true,2016.0,Dizel
Škoda,Octavia,11300.0,254600.0,1.6,77.0,Karavan,true,2010.0,Dizel
Audi,A6,43300.0,265000.0,3.0,160.0,,false,2016.0,Dizel
Jeep,Renegade,29000.0,204000.0,2.0,103.0,Terenac,0,2016.0,Dizel
Volkswagen,Golf,17200.0,270000.0,1.6,77.0,Limuzina,true,2014.0,Dizel
Audi,A6,16900.0,273121.0,2.0,100.0,Karavan,true,2009.0,Dizel
Mercedes-Benz,E 320,10500.0,352000.0,3.2,150.0,Limuzina,0,2004.0,Dizel
Volkswagen,Arteon,75900.0,29000.0,2.0,147.0,Limuzina,true,2023.0,Dizel
Citroen,C5,4450.0,314000.0,1.6,80.0,Limuzina,true,2005.0,Dizel
Renault,Talisman,33000.0,113514.0,1.6,96.0,Limuzina,0,2016.0,Dizel
Audi,Q5,28500.0,263512.0,3.0,176.0,Terenac,0,2009.0,Dizel
Mercedes-Benz,GLE 300,138000.0,43350.0,2.0,180.0,Terenac,true,2020.0,Dizel
Volkswagen,Golf Plus,17650.0,213267.0,1.6,77.0,Limuzina,false,2013.0,Dizel
Land Rover,Range Rover Velar,88500.0,134000.0,2.0,132.0,SUV,0,2020.0,Dizel
Mercedes-Benz,Viano,36500.0,178000.0,2.2,120.0,Kombi,0,2013.0,Dizel
Volkswagen,Golf,20500.0,234000.0,2.0,110.0,Karavan,true,2015.0,Dizel
Volkswagen,Golf,19950.0,193652.0,1.6,77.0,Limuzina,0,2015.0,Dizel
Dacia,Duster,11900.0,240000.0,1.6,77.0,Limuzina,0,2012.0,Benzin
Volkswagen,Golf,19800.0,269000.0,1.2,77.0,,0,2013.0,Benzin
Volkswagen,Tiguan,28500.0,154000.0,2.0,81.0,,false,2014.0,Dizel
Audi,A4,21500.0,270000.0,2.0,130.0,,0,2012.0,Dizel
Volkswagen,Passat,9900.0,270000.0,2.0,103.0,Limuzina,true,2007.0,Dizel
BMW,520,38490.0,198887.0,2.0,140.0,Karavan,false,2018.0,Dizel
Volkswagen,Passat,64900.0,33262.0,1.4,160.0,Limuzina,false,2021.0,Hibrid
Peugeot,3008,36900.0,146000.0,1.5,96.0,Monovolumen,0,2018.0,Dizel
Renault,Megane,9200.0,193000.0,1.6,81.0,Limuzina,true,2012.0,Benzin
Volkswagen,Passat,42990.0,169982.0,2.0,110.0,Karavan,false,2017.0,Dizel
Peugeot,206,2300.0,250000.0,1.4,55.0,,true,2004.0,Plin
Audi,Q5,35500.0,266000.0,2.0,130.0,SUV,0,2013.0,Dizel
Ford,Ranger,14000.0,245000.0,3.0,115.0,Pick up,true,2011.0,Dizel
Škoda,Karoq,42990.0,129880.0,1.6,85.0,Terenac,0,2019.0,Dizel
Mercedes-Benz,C 200,3500.0,350000.0,2.0,95.0,Limuzina,true,2000.0,Benzin
Audi,Q5,59000.0,165000.0,2.0,140.0,SUV,0,2017.0,Dizel
Renault,Espace,47990.0,139484.0,2.0,147.0,Monovolumen,0,2019.0,Dizel
Volkswagen,e-Golf,29999.0,116000.0,1.0,85.0,Malo auto,0,2015.0,Elektro
Peugeot,307,1750.0,300000.0,2.0,66.0,,0,2003.0,Dizel
Renault,Megane,7200.0,300000.0,1.5,78.0,,0,2009.0,Dizel
Audi,A4,18900.0,250000.0,1.8,88.0,Karavan,0,2012.0,Benzin
Škoda,Fabia,8999.0,228465.0,1.2,55.0,Limuzina,false,2012.0,Dizel
BMW,X1,44500.0,159000.0,1.5,85.0,SUV,0,2020.0,Dizel
Volkswagen,Passat,13400.0,252000.0,2.0,103.0,Limuzina,0,2009.0,Dizel
BMW,X1,35400.0,234000.0,2.0,140.0,SUV,true,2015.0,Dizel
Volkswagen,Golf,17000.0,325200.0,2.0,103.0,,false,2012.0,Dizel
Audi,A4,37999.0,198000.0,2.0,110.0,Limuzina,false,2018.0,Dizel
BMW,525,23500.0,315000.0,3.0,150.0,Limuzina,true,2010.0,Dizel
Volkswagen,Golf,5800.0,297000.0,1.9,74.0,Karavan,true,2003.0,Dizel
Volkswagen,Caddy,44000.0,79757.0,2.0,90.0,Monovolumen,false,2021.0,Dizel
Audi,A4,22500.0,223000.0,2.0,110.0,Karavan,true,2015.0,Dizel
Škoda,Octavia,9300.0,317000.0,1.6,77.0,Karavan,false,2009.0,Dizel
Volkswagen,Golf,11999.0,203000.0,1.6,77.0,Limuzina,true,2010.0,Dizel
Alfa Romeo,Alfa 159,9800.0,254000.0,2.0,125.0,Karavan,true,2009.0,Dizel
Volkswagen,Passat Alltrack,21000.0,380000.0,2.0,125.0,Karavan,0,2012.0,Dizel
Mercedes-Benz,E 200,28000.0,422000.0,2.2,100.0,Limuzina,0,2015.0,Dizel
Audi,A6,45000.0,261000.0,3.0,160.0,Limuzina,true,2015.0,Dizel
Fiat,500 Abarth,32500.0,185000.0,1.4,120.0,,0,2019.0,Benzin
Volkswagen,Golf,16600.0,194531.0,1.6,77.0,Limuzina,true,2011.0,Dizel
Ford,Focus,12500.0,184000.0,1.0,92.0,Limuzina,0,2013.0,Benzin
Hyundai,i30,10900.0,171400.0,1.6,85.0,Karavan,true,2011.0,Dizel
Volkswagen,Golf,15900.0,192783.0,1.2,77.0,Limuzina,0,2013.0,Benzin
Audi,Q5,27500.0,307000.0,2.0,125.0,Terenac,0,2011.0,Dizel
Škoda,Fabia,8700.0,244000.0,1.2,55.0,Karavan,true,2011.0,Dizel
DS automobiles,DS3 Crossback,38000.0,154000.0,1.2,114.0,SUV,0,2019.0,Benzin
Audi,Q3,38700.0,72358.0,2.0,130.0,Terenac,0,2012.0,Dizel
Peugeot,508,15800.0,288000.0,2.0,103.0,Limuzina,false,2013.0,Dizel
Citroen,DS7,38000.0,181000.0,1.5,96.0,Monovolumen,0,2019.0,Dizel
Citroen,DS7,39900.0,144000.0,1.5,96.0,Monovolumen,false,2020.0,Dizel
Citroen,DS7,43500.0,141000.0,2.0,130.0,Monovolumen,false,2019.0,Dizel
Volkswagen,Polo,9400.0,228656.0,1.2,55.0,,0,2012.0,Dizel
Mazda,CX-5,25300.0,188000.0,2.2,129.0,SUV,0,2013.0,Dizel
Citroen,DS5,28000.0,175000.0,2.0,120.0,Limuzina,0,2016.0,Dizel
Mercedes-Benz,ML 320,22000.0,330000.0,3.2,165.0,Terenac,true,2007.0,Dizel
Mercedes-Benz,C 180,40600.0,218620.0,1.6,85.0,Limuzina,true,2018.0,Dizel
Volkswagen,Golf,17650.0,236000.0,1.6,81.0,Limuzina,false,2014.0,Dizel
Suzuki,Grand Vitara,13000.0,270000.0,1.9,95.0,,0,2007.0,Dizel
Audi,A3,16800.0,256000.0,1.6,77.0,,true,2013.0,Dizel
Volkswagen,Polo,9999.0,185000.0,1.2,51.0,,0,2010.0,Dizel
Alfa Romeo,MiTo,8900.0,240000.0,1.4,77.0,Malo auto,0,2012.0,Benzin
Alfa Romeo,Alfa 159,5400.0,215000.0,1.9,110.0,,true,2007.0,Dizel
Škoda,Rapid,14500.0,213000.0,1.6,66.0,Limuzina,0,2014.0,Dizel
Audi,Q3,45900.0,85000.0,2.0,110.0,SUV,true,2018.0,Dizel
Volkswagen,Golf,14990.0,179000.0,2.0,81.0,Limuzina,false,2009.0,Dizel
Audi,A4,16000.0,239000.0,2.0,105.0,Limuzina,true,2010.0,Dizel
Volkswagen,Sharan,8500.0,300000.0,1.9,125.0,,0,2007.0,Dizel
Volkswagen,Golf,15999.0,218000.0,1.6,77.0,Limuzina,false,2012.0,Dizel
Mercedes-Benz,ML 420,28500.0,319000.0,4.0,225.0,Terenac,true,2006.0,Dizel
Peugeot,406,1100.0,390000.0,2.0,80.0,,0,2001.0,Dizel
Volvo,V40,1100.0,290000.0,1.9,70.0,,0,2000.0,Dizel
Audi,Q5,40900.0,227000.0,2.0,140.0,SUV,true,2015.0,Dizel
Nissan,Qashqai,29700.0,89000.0,1.6,96.0,SUV,true,2014.0,Dizel
Volkswagen,Passat,2500.0,270000.0,1.9,81.0,Limuzina,0,1998.0,Dizel
Volkswagen,Passat,7900.0,293214.0,2.0,103.0,Karavan,true,2007.0,Dizel
Land Rover,Range Rover,78400.0,262000.0,4.4,260.0,SUV,true,2014.0,Dizel
Volkswagen,Passat,18900.0,259000.0,2.0,100.0,Limuzina,true,2011.0,Dizel
BMW,530,30500.0,238000.0,3.0,190.0,Limuzina,0,2011.0,Dizel
Škoda,Superb,11499.0,271000.0,1.6,77.0,Karavan,0,2010.0,Dizel
Volkswagen,Golf,14900.0,212453.0,1.6,66.0,,true,2011.0,Dizel
Audi,TT,38000.0,161831.0,2.0,149.0,Sportski/kupe,true,2011.0,Benzin
Volkswagen,Golf,5950.0,3.0,1.5,37.0,,0,1979.0,Dizel
Audi,A3,39990.0,104664.0,2.0,110.0,Limuzina,0,2019.0,Dizel
Citroen,C3,19500.0,149883.0,1.5,75.0,Malo auto,0,2019.0,Dizel
Fiat,500X,22200.0,145000.0,1.4,103.0,Limuzina,0,2016.0,Benzin
Peugeot,2008,26990.0,119889.0,1.5,75.0,,false,2019.0,Dizel
Citroen,C3 Aircross,29990.0,104606.0,1.5,88.0,,0,2020.0,Dizel
Peugeot,2008,35900.0,149438.0,1.5,81.0,,false,2021.0,Dizel
Peugeot,2008,35900.0,141978.0,1.5,81.0,,false,2021.0,Dizel
BMW,X5,32222.0,250000.0,3.0,180.0,,true,2012.0,Dizel
Mercedes-Benz,GLC 220 Coupe,97990.0,75800.0,2.0,143.0,Terenac,false,2020.0,Dizel
Škoda,Octavia,29500.0,182621.0,1.6,85.0,Karavan,false,2019.0,Dizel
Audi,A6,84990.0,122881.0,3.0,170.0,Limuzina,false,2019.0,Dizel
Peugeot,3008,45990.0,121386.0,1.5,96.0,,0,2019.0,Dizel
Peugeot,3008,53990.0,83125.0,2.0,130.0,,0,2020.0,Dizel
Dacia,Duster,29000.0,106000.0,1.5,80.0,SUV,0,2018.0,Dizel
BMW,216 Active Tourer,33990.0,124847.0,1.5,85.0,Monovolumen,0,2019.0,Dizel
Citroen,C3 Aircross,30990.0,139854.0,1.5,88.0,,0,2021.0,Dizel
Peugeot,3008,34990.0,169707.0,1.5,96.0,,false,2019.0,Dizel
Renault,Captur,17400.0,181000.0,1.5,66.0,Limuzina,true,2016.0,Dizel
Mercedes-Benz,C 220,26999.0,268000.0,2.2,125.0,Karavan,0,2014.0,Dizel
Citroen,C4 Picasso,10800.0,210000.0,1.6,82.0,,0,2012.0,Dizel
Škoda,Octavia,8000.0,315000.0,1.9,77.0,Karavan,true,2006.0,Dizel
Seat,Ateca,37900.0,128523.0,1.6,85.0,Terenac,0,2019.0,Dizel
Volkswagen,Golf,35990.0,119853.0,1.6,85.0,Limuzina,0,2019.0,Dizel
Citroen,C4 Picasso,17200.0,110000.0,1.6,68.0,Monovolumen,true,2013.0,Dizel
Kia,Sportage,21000.0,165000.0,1.7,85.0,SUV,true,2013.0,Dizel
Peugeot,3008,31400.0,187000.0,1.5,96.0,Terenac,true,2019.0,Dizel
Volkswagen,Golf Plus,7800.0,300000.0,1.9,66.0,Limuzina,true,2006.0,Dizel
Peugeot,207,5500.0,174800.0,1.4,55.0,,true,2007.0,Benzin
Volkswagen,Golf,11499.0,241000.0,1.6,77.0,Limuzina,0,2009.0,Dizel
Peugeot,3008,33000.0,138505.0,1.5,96.0,SUV,false,2019.0,Dizel
Peugeot,308,11850.0,162587.0,1.6,82.0,Karavan,0,2012.0,Dizel
Volkswagen,Passat,24700.0,258000.0,2.0,110.0,,0,2015.0,Dizel
Citroen,C5,10600.0,211000.0,2.0,100.0,Limuzina,true,2009.0,Dizel
Mercedes-Benz,E 400,104000.0,166000.0,3.0,250.0,Limuzina,0,2018.0,Dizel
BMW,530,15300.0,289335.0,3.0,170.0,Limuzina,true,2006.0,Dizel
Volkswagen,Golf,26500.0,275000.0,2.0,199.0,Limuzina,0,2011.0,Benzin
Mercedes-Benz,CL 500,29800.0,239000.0,5.5,285.0,,0,2007.0,Benzin
Toyota,Yaris,5400.0,188300.0,1.0,51.0,Malo auto,0,2007.0,Benzin
Opel,Astra,3000.0,343000.0,1.9,74.0,Karavan,0,2006.0,Dizel
BMW,730,10000.0,319000.0,3.0,160.0,,0,2005.0,Dizel
Volkswagen,Eos,9900.0,285121.0,2.0,103.0,Kabriolet,true,2006.0,Dizel
Volkswagen,Golf,28999.0,157000.0,2.0,135.0,Limuzina,true,2015.0,Dizel
Nissan,Micra,13900.0,175000.0,1.2,59.0,Limuzina,0,2011.0,Benzin
Volkswagen,Golf,12900.0,243685.0,1.6,77.0,,0,2011.0,Dizel
Audi,A4,17900.0,212321.0,2.0,88.0,Limuzina,0,2009.0,Dizel
Ford,Mondeo,5100.0,258000.0,1.8,81.0,Limuzina,true,2007.0,Benzin
Land Rover,Range Rover Evoque,35500.0,219000.0,2.2,110.0,SUV,false,2014.0,Dizel
Ford,Focus,14900.0,143000.0,1.0,74.0,Karavan,false,2017.0,Benzin
Ford,Focus,8000.0,305000.0,1.6,80.0,Limuzina,true,2011.0,Dizel
Škoda,Octavia,28500.0,198000.0,1.6,85.0,Limuzina,0,2017.0,Dizel
Volkswagen,Passat CC,26500.0,182030.0,2.0,103.0,Limuzina,0,2013.0,Dizel
Škoda,Fabia,10900.0,275000.0,1.6,66.0,Karavan,0,2012.0,Dizel
Peugeot,207,11500.0,214000.0,1.6,88.0,Kabriolet,true,2010.0,Benzin
Daewoo,Lanos,1300.0,130000.0,1.4,55.0,,0,1999.0,Plin
Land Rover,Range Rover Evoque,31000.0,242500.0,2.2,110.0,SUV,0,2012.0,Dizel
Renault,Scenic,3650.0,190308.0,1.5,74.0,,true,2005.0,Dizel
Volkswagen,Golf,17200.0,266000.0,2.0,151.0,,0,2010.0,Dizel
Škoda,Fabia,8900.0,255000.0,1.2,55.0,Limuzina,0,2011.0,Dizel
Nissan,Qashqai,21999.0,225279.0,1.6,90.0,,false,2016.0,Dizel
Volvo,XC 90,111900.0,91700.0,2.0,173.0,Terenac,true,2022.0,Dizel
Peugeot,508,36999.0,153015.0,1.5,96.0,Limuzina,false,2019.0,Dizel
Audi,A5,18700.0,284000.0,2.7,140.0,Sportski/kupe,true,2009.0,Dizel
Opel,Vectra,6600.0,230123.0,2.7,92.0,Terenac,0,2000.0,Dizel
Citroen,C4,14450.0,238000.0,1.6,82.0,Limuzina,true,2011.0,Dizel
Volkswagen,Tiguan,47900.0,152000.0,2.0,110.0,Monovolumen,false,2019.0,Dizel
Mercedes-Benz,B 200,38900.0,169000.0,2.0,110.0,Limuzina,false,2019.0,Dizel
Mercedes-Benz,E 220,10500.0,300000.0,2.2,110.0,,0,2002.0,Dizel
Citroen,C5,12800.0,255987.0,2.0,120.0,Karavan,0,2010.0,Dizel
Peugeot,307,2800.0,258000.0,2.0,79.0,Karavan,false,2003.0,Dizel
Škoda,Octavia,26900.0,183000.0,1.6,85.0,Karavan,0,2018.0,Dizel
Fiat,Grande Punto,8200.0,260000.0,1.3,68.0,Malo auto,true,2011.0,Dizel
Volkswagen,Polo,24999.0,199000.0,1.6,70.0,Limuzina,0,2020.0,Dizel
Audi,A4,21499.0,325000.0,2.0,100.0,Karavan,false,2015.0,Dizel
Audi,A4,7900.0,244000.0,2.5,120.0,Karavan,0,2005.0,Dizel
Renault,Kadjar,31500.0,99000.0,1.6,96.0,SUV,false,2017.0,Dizel
Volkswagen,Golf,16500.0,167000.0,1.6,77.0,Limuzina,true,2012.0,Dizel
Audi,A6,14750.0,225000.0,2.7,132.0,Karavan,0,2009.0,Dizel
Audi,A3,3200.0,322000.0,1.6,74.0,Limuzina,true,1998.0,Benzin
Mercedes-Benz,CE 200,15900.0,294000.0,2.2,100.0,Limuzina,true,2009.0,Dizel
Volkswagen,Golf,8900.0,170000.0,1.4,90.0,Limuzina,0,2009.0,Benzin
Volkswagen,Touareg,11000.0,305000.0,3.2,160.0,SUV,0,2004.0,Plin
Volkswagen,Passat,4800.0,387000.0,1.9,74.0,Limuzina,true,2004.0,Dizel
Volkswagen,Passat,15200.0,236330.0,2.0,103.0,Karavan,false,2011.0,Dizel
Audi,A5,36000.0,190000.0,2.0,130.0,,true,2015.0,Dizel
Škoda,Kodiaq,44500.0,172827.0,2.0,110.0,,false,2019.0,Dizel
Volkswagen,Golf,8100.0,350000.0,1.9,66.0,Limuzina,true,2005.0,Dizel
Škoda,Octavia,10600.0,308000.0,1.6,77.0,Karavan,true,2010.0,Dizel
Mercedes-Benz,E 350,22500.0,340000.0,3.0,170.0,Limuzina,0,2010.0,Dizel
Volkswagen,Passat,10500.0,268000.0,2.0,103.0,Karavan,0,2009.0,Dizel
Volkswagen,Passat,29000.0,220000.0,1.6,88.0,Limuzina,0,2016.0,Dizel
Volkswagen,Passat,17400.0,238500.0,1.6,77.0,Limuzina,true,2012.0,Dizel
Renault,Kadjar,33000.0,198743.0,1.6,96.0,,false,2019.0,Dizel
Mercedes-Benz,GLE 350 coupe,79999.0,238000.0,3.0,1.0,SUV,0,2016.0,Dizel
Audi,A4,24000.0,210000.0,2.0,110.0,Karavan,true,2014.0,Dizel
Opel,Insignia,35000.0,119000.0,2.0,125.0,Limuzina,true,2017.0,Dizel
Volkswagen,Golf,9999.0,230000.0,1.6,77.0,Karavan,0,2011.0,Dizel
Volkswagen,Golf,24950.0,175114.0,1.6,81.0,Karavan,false,2016.0,Dizel
Ford,Fiesta,6200.0,120000.0,1.3,1242.0,,false,2010.0,Benzin
Audi,A5,46300.0,280000.0,2.0,140.0,Limuzina,true,2017.0,Dizel
Audi,Q2,34950.0,173787.0,1.6,85.0,SUV,false,2018.0,Dizel
Volkswagen,Passat,10500.0,270000.0,2.0,103.0,Karavan,0,2010.0,Dizel
Renault,Clio,12500.0,182000.0,1.5,55.0,Malo auto,true,2015.0,Dizel
Volkswagen,T5 Kombi,30900.0,367967.0,2.0,103.0,Kombi,false,2013.0,Dizel
Ford,Focus,6950.0,225000.0,1.6,80.0,Karavan,0,2010.0,Dizel
Renault,Kadjar,27500.0,195020.0,1.6,96.0,Terenac,0,2016.0,Dizel
Opel,Insignia,41900.0,92000.0,2.0,128.0,Limuzina,false,2021.0,Dizel
Audi,A6,18100.0,283000.0,2.0,120.0,Limuzina,0,2010.0,Dizel
Škoda,Octavia,21000.0,161000.0,2.0,110.0,Limuzina,true,2013.0,Dizel
Volvo,XC 60,56900.0,146388.0,2.0,140.0,SUV,false,2017.0,Dizel
Škoda,Karoq,36900.0,110000.0,1.6,85.0,SUV,false,2018.0,Dizel
Škoda,Fabia,10250.0,240000.0,1.6,66.0,Limuzina,true,2010.0,Dizel
Volkswagen,Passat,19900.0,220000.0,2.0,125.0,Karavan,0,2011.0,Dizel
Mercedes-Benz,E 220,41999.0,215000.0,2.2,125.0,Limuzina,true,2015.0,Dizel
Honda,CR-V,26900.0,247000.0,2.2,110.0,SUV,0,2013.0,Dizel
Nissan,Qashqai,26900.0,129283.0,1.5,81.0,SUV,true,2015.0,Dizel
Volkswagen,Golf,18450.0,207000.0,1.6,77.0,Limuzina,0,2014.0,Dizel
Volkswagen,Golf,12900.0,239000.0,1.6,66.0,Limuzina,0,2011.0,Dizel
Volkswagen,Tiguan,19500.0,177000.0,2.0,103.0,Terenac,false,2010.0,Dizel
Ford,Kuga,22900.0,240000.0,2.0,120.0,,0,2014.0,Dizel
Peugeot,208,11500.0,200000.0,1.4,52.0,Malo auto,true,2014.0,Dizel
Volkswagen,Passat,16500.0,160000.0,1.6,77.0,Limuzina,0,2011.0,Dizel
Ford,Transit,29990.0,217000.0,2.2,114.0,,0,2014.0,Dizel
Toyota,Aygo,7500.0,239000.0,1.0,66.0,Malo auto,0,2012.0,Benzin
Volkswagen,Caddy,18450.0,220000.0,2.0,81.0,Caddy,0,2012.0,Dizel
Renault,Clio,16500.0,76000.0,0.9,56.0,Limuzina,false,2019.0,Benzin
BMW,330,20000.0,284000.0,3.0,170.0,Karavan,true,2006.0,Dizel
Škoda,Superb,48900.0,167400.0,2.0,140.0,Limuzina,false,2018.0,Dizel
Renault,Scenic,5900.0,245000.0,1.5,78.0,Monovolumen,true,2008.0,Dizel
BMW,530,64000.0,225000.0,3.0,195.0,Limuzina,true,2017.0,Dizel
Volkswagen,Polo,13200.0,150000.0,1.2,66.0,Malo auto,true,2015.0,Benzin
Seat,Alhambra,28300.0,159000.0,2.0,110.0,Monovolumen,true,2016.0,Dizel
Audi,Q5,26499.0,240000.0,2.0,125.0,SUV,false,2010.0,Dizel
Škoda,Octavia,5000.0,405.0,1.9,66.0,Limuzina,true,2001.0,Dizel
BMW,420 Gran Coupe,37000.0,242000.0,2.0,110.0,Sportski/kupe,true,2015.0,Dizel
Volkswagen,Golf,19400.0,253000.0,1.6,77.0,Malo auto,0,2014.0,Dizel
Volkswagen,Golf,12000.0,204000.0,1.2,77.0,Limuzina,0,2011.0,Benzin
Škoda,Karoq,35999.0,170000.0,1.6,85.0,SUV,false,2018.0,Dizel
Škoda,Octavia,17300.0,321000.0,1.6,77.0,Karavan,0,2014.0,Dizel
Audi,A4,7900.0,230852.0,1.8,120.0,Karavan,true,2006.0,Plin
Audi,A4,27900.0,205232.0,2.0,140.0,Karavan,0,2016.0,Dizel
Volkswagen,Tiguan,20500.0,287000.0,2.0,125.0,Terenac,0,2011.0,Dizel
Volkswagen,Touareg,8500.0,300000.0,3.2,175.0,,0,2004.0,Plin
Renault,Megane,11149.0,182000.0,1.5,81.0,Malo auto,true,2013.0,Dizel
Volkswagen,Tiguan,27000.0,172000.0,2.0,110.0,,0,2015.0,Dizel
Audi,A4,16000.0,240000.0,2.0,88.0,Limuzina,0,2009.0,Dizel
Audi,RSQ3,44900.0,147000.0,3.2,228.0,Limuzina,0,2014.0,Benzin
Škoda,Octavia,19200.0,224050.0,2.0,135.0,Karavan,0,2016.0,Dizel
Renault,Laguna,8800.0,263184.0,2.0,110.0,Limuzina,true,2008.0,Dizel
Fiat,Punto,2000.0,207000.0,1.2,59.0,,0,2002.0,Benzin
Ford,Ka / Ka+,1100.0,1.0,1.3,44.0,,0,1998.0,Benzin
Mercedes-Benz,A 180,37800.0,165000.0,1.5,85.0,Limuzina,0,2019.0,Dizel
Škoda,Octavia,11600.0,254354.0,1.6,77.0,Karavan,0,2010.0,Dizel
Audi,A4,22600.0,328000.0,2.0,130.0,Karavan,false,2012.0,Dizel
Mercedes-Benz,C 220,19900.0,249000.0,2.2,88.0,Limuzina,true,2011.0,Dizel
Seat,Exeo,11500.0,214000.0,2.0,88.0,Limuzina,0,2010.0,Dizel
BMW,Unknown,11000.0,255000.0,2.0,135.0,Limuzina,true,2013.0,Dizel
BMW,520,70000.0,210000.0,2.0,140.0,Limuzina,true,2017.0,Dizel
Ford,Kuga,22900.0,188000.0,2.0,120.0,,false,2013.0,Dizel
Opel,Astra,2200.0,250000.0,2.0,74.0,,0,2002.0,Dizel
Škoda,Octavia,10950.0,326000.0,1.6,77.0,Limuzina,0,2009.0,Dizel
Volkswagen,Golf,12800.0,236000.0,1.6,77.0,,true,2010.0,Dizel
Mercedes-Benz,E 220,53000.0,111000.0,2.2,147.0,Limuzina,true,2016.0,Dizel
Volkswagen,Golf,22750.0,271243.0,2.0,110.0,Limuzina,0,2015.0,Dizel
Audi,A3,12999.0,234561.0,1.6,77.0,Limuzina,false,2011.0,Dizel
Opel,Corsa,7999.0,259456.0,1.3,70.0,Malo auto,false,2011.0,Dizel
Seat,Altea XL,12999.0,225465.0,1.6,77.0,Monovolumen,false,2012.0,Dizel
Audi,A4,6500.0,399.0,1.9,96.0,Karavan,true,2002.0,Dizel
Škoda,Octavia,9300.0,252000.0,1.4,59.0,Limuzina,true,2009.0,Benzin
Suzuki,SX4,13990.0,175000.0,2.0,99.0,SUV,true,2011.0,Dizel
Škoda,Octavia,14500.0,245000.0,1.6,77.0,,0,2012.0,Dizel
Toyota,Corolla Verso,5700.0,230000.0,1.8,95.0,Monovolumen,true,2005.0,Benzin
Renault,Megane,10400.0,178000.0,1.5,81.0,Malo auto,0,2010.0,Dizel
Volkswagen,Golf,17900.0,272000.0,1.6,66.0,Limuzina,0,2014.0,Dizel
BMW,318,4800.0,260000.0,1.8,85.0,,true,2004.0,Benzin
Volkswagen,Polo,8500.0,272560.0,1.2,55.0,Limuzina,true,2010.0,Dizel
Volkswagen,Fox,4150.0,289000.0,1.4,51.0,Malo auto,true,2006.0,Dizel
Peugeot,208,16900.0,250000.0,1.6,155.0,Malo auto,true,2016.0,Benzin
Škoda,Octavia RS,13500.0,216000.0,1.6,77.0,Limuzina,0,2012.0,Dizel
BMW,535,47000.0,194840.0,3.0,230.0,Limuzina,true,2015.0,Dizel
Fiat,Punto,2500.0,159000.0,1.2,40.0,Limuzina,0,2002.0,Benzin
Peugeot,206,2500.0,335000.0,1.6,80.0,Malo auto,true,2001.0,Benzin
Peugeot,308,17300.0,157000.0,1.6,85.0,Limuzina,true,2015.0,Dizel
Mercedes-Benz,ML 350,40000.0,270000.0,3.0,190.0,Terenac,true,2012.0,Dizel
Ford,Mondeo,3100.0,271.0,2.0,85.0,Limuzina,true,2001.0,Dizel
Škoda,Karoq,41999.0,187000.0,2.0,110.0,Terenac,0,2018.0,Dizel
Seat,Ateca,29500.0,196000.0,1.6,85.0,SUV,false,2018.0,Dizel
Mercedes-Benz,C 220,5800.0,249030.0,2.2,105.0,Limuzina,true,2003.0,Dizel
BMW,520,22500.0,352000.0,2.0,135.0,Karavan,true,2011.0,Dizel
Renault,Laguna,12800.0,196000.0,1.5,81.0,,true,2014.0,Dizel
Škoda,Octavia,11500.0,228816.0,1.6,77.0,Karavan,0,2010.0,Dizel
Seat,Ibiza,8550.0,180000.0,1.2,55.0,Limuzina,true,2010.0,Dizel
Volkswagen,Passat,10000.0,236.0,2.0,105.0,Limuzina,true,2006.0,Dizel
Peugeot,308,14500.0,265000.0,1.6,88.0,Karavan,0,2015.0,Dizel
Seat,Ibiza,7850.0,212357.0,1.2,55.0,Karavan,0,2011.0,Dizel
Fiat,500,8500.0,172000.0,1.4,75.0,Malo auto,0,2009.0,Benzin
Audi,A3,13900.0,200000.0,2.0,103.0,,0,2011.0,Dizel
Opel,Corsa,4900.0,320000.0,1.2,55.0,Malo auto,true,2003.0,Plin
Audi,A3,12900.0,269000.0,1.6,77.0,,0,2010.0,Dizel
Renault,Megane,22500.0,100000.0,1.5,1.0,,0,2016.0,Dizel
Audi,A4,51000.0,155000.0,2.0,140.0,Limuzina,0,2017.0,Dizel
Audi,A8,6900.0,270000.0,2.5,146.0,,false,2002.0,Dizel
Volkswagen,Passat,10800.0,294000.0,1.6,77.0,Karavan,0,2010.0,Dizel
Mitsubishi,Pajero,10500.0,250.0,1.9,96.0,,0,1987.0,Dizel
Volkswagen,Passat,24500.0,239900.0,2.0,110.0,Karavan,0,2015.0,Dizel
Volkswagen,Passat CC,19500.0,252000.0,2.0,125.0,Sportski/kupe,true,2010.0,Dizel
MINI,Cooper,11999.0,127000.0,1.6,72.0,Malo auto,false,2011.0,Benzin
BMW,320,25800.0,261400.0,2.0,135.0,Limuzina,true,2013.0,Dizel
Peugeot,5008,23000.0,226699.0,2.0,110.0,SUV,true,2015.0,Dizel
Škoda,Superb,36999.0,235.0,2.0,140.0,,0,2019.0,Dizel
Suzuki,SJ Samurai,22000.0,210000.0,2.0,85.0,Limuzina,true,2012.0,Dizel
Peugeot,407,6300.0,321000.0,1.6,80.0,Karavan,true,2009.0,Dizel
